"","site","date","temp","wind","hum","rad","agg_seven_temp","agg_seven_wind","agg_seven_hum","agg_seven_rad","agg_thirty_temp","agg_thirty_wind","agg_thirty_hum","agg_thirty_rad","Ice","Pond","Open Water","All Water"
"1","beaufo",1999-07-28,1,20.9,883,56.7,1.04285714285714,18.4,916.142857142857,678,1.79,16.3466666666667,931.366666666667,4133.8,0.641102941176471,0.292588235294118,0.0659558823529412,0.358897058823529
"2","beaufo",1999-08-10,2.9,35.1,869,399.6,2.57142857142857,31.0857142857143,928.142857142857,2049.7,1.78,21.5,934.1,4468.8,0.613782991202346,0.316451612903226,0.0698240469208211,0.386217008797654
"3","beaufo",2000-07-14,0.8,11.2,817,86.8,1.2,16.4,890.285714285714,447.6,1.49333333333333,17.41,938.4,2795.4,0.7392,0.2339,0.0268,0.2608
"4","beaufo",2000-07-21,1.9,13.5,881,161.7,1.65714285714286,18.2571428571429,918.857142857143,865.4,1.45666666666667,18.3766666666667,923.866666666667,2808.3,0.616171003717472,0.340483271375465,0.0433085501858736,0.383828996282528
"5","beaufo",2000-08-25,-0.6,14.4,829,84.5,-0.971428571428571,15.5,853.142857142857,420.5,0.3,21.0233333333333,919.4,1365.3,0.233125,0.0957142857142857,0.69237012987013,0.766875
"6","beaufo",2000-08-31,1.3,37,888,282.8,-0.214285714285714,27.3571428571429,891.714285714286,722.5,0.0166666666666667,21.7433333333333,906.366666666667,1805.6,0.120827702702703,0.0916554054054054,0.787111486486486,0.879155405405405
"7","beaufo",2000-09-02,1.1,13.9,951,200.8,0.271428571428571,26.6428571428571,919.857142857143,896.8,0.0533333333333333,21.5533333333333,904.866666666667,2143.2,0.119510869565217,0.0705253623188406,0.80981884057971,0.880489130434783
"8","beaufo",2001-06-28,2.1,14.1,962,17,2.12857142857143,17.2714285714286,863.571428571429,2602.1,1.10666666666667,18.5666666666667,886.2,5865.9,0.704426229508197,0.256475409836066,0.0390573770491803,0.295573770491803
"9","beaufo",2001-07-04,0.8,13.4,870,27.1,2.02857142857143,12.9142857142857,942.571428571429,1063,1.47333333333333,17.1866666666667,891.933333333333,6177.5,0.713396739130435,0.194646739130435,0.0916847826086957,0.286603260869565
"10","beaufo",2001-07-16,2.2,34.3,897,451.5,1.58571428571429,26.5285714285714,873.428571428571,1574.3,1.66333333333333,18.91,883.533333333333,6498.1,0.78864553314121,0.177752161383285,0.0341210374639769,0.21135446685879
"11","beaufo",2001-09-03,-0.1,15.8,956,101.6,-0.0571428571428571,17.9857142857143,969.571428571429,211.6,-0.08,21.9466666666667,931.533333333333,1909.5,0.291945288753799,0.136018237082067,0.572279635258359,0.708054711246201
"12","cacana",1999-08-16,0.8,11.4,974,9.5,0.485714285714286,13.0428571428571,951,104.9,0.596666666666667,19.3333333333333,953.833333333333,509.6,0.76981308411215,0.207570093457944,0.0222429906542056,0.23018691588785
"13","cacana",1999-08-19,-0.7,31.5,942,4.3,0.342857142857143,18.7142857142857,945.428571428571,140.6,0.52,18.8933333333333,952.333333333333,544.3,0.809424460431655,0.18,0.00992805755395683,0.190575539568345
"14","cacana",1999-08-20,0.4,20.3,947,19.5,0.271428571428571,19.9857142857143,939.285714285714,144.2,0.53,18.99,950.7,532.2,0.723693181818182,0.217755681818182,0.0585795454545455,0.276306818181818
"15","cacana",1999-08-26,-2.4,30.8,923,2.1,-0.4,24.6142857142857,933.285714285714,47,0.303333333333333,19.48,943.3,467,0.762509090909091,0.213672727272727,0.0230545454545455,0.237490909090909
"16","cacana",2000-06-22,0.8,23.6,994,0.1,0.985714285714286,18.3142857142857,969.571428571429,327.8,-0.803333333333333,20.2566666666667,878.3,3229.3,0.852694610778443,0.134880239520958,0.0121556886227545,0.147305389221557
"17","cacana",2000-06-25,1.5,24.9,975,97.8,1.25714285714286,21.2,968.285714285714,483.6,-0.223333333333333,21.3166666666667,894.4,3097.9,0.828181818181818,0.170474308300395,0.00130434782608696,0.171818181818182
"18","cacana",2000-06-28,1.3,10.6,986,133.7,1.32857142857143,20.0142857142857,967.571428571429,711.9,0.26,21.4,912.833333333333,3189.5,0.700340050377834,0.268513853904282,0.0307808564231738,0.299659949622166
"19","cacana",2000-06-29,0,14.9,998,19.1,1.21428571428571,18.7714285714286,968.142857142857,730.9,0.32,21.19,917.566666666667,3123.7,0.645742574257426,0.343861386138614,0.0101980198019802,0.354257425742574
"20","cacana",2000-07-05,0.8,19.2,962,20.7,0.957142857142857,26.8428571428571,969.857142857143,132.7,0.863333333333333,22.31,945.966666666667,2297.7,0.78131498470948,0.184189602446483,0.0341284403669725,0.21868501529052
"21","cacana",2000-07-10,1.3,19.2,901,291.2,1.05714285714286,21.3571428571429,938,689.9,0.96,22.8966666666667,947.566666666667,2415.3,0.730102040816327,0.169897959183673,0.100102040816327,0.269897959183673
"22","cacana",2000-07-27,0.5,12.1,997,26.1,1.05714285714286,22.1142857142857,956.285714285714,311,0.953333333333333,21.1233333333333,955.4,1557.3,0.759660377358491,0.204452830188679,0.0359245283018868,0.240339622641509
"23","cacana",2000-08-15,0.2,39.8,871,151.6,0.271428571428571,24.8285714285714,893.428571428571,425.4,0.56,22.2933333333333,933.833333333333,1379,0.738044164037855,0.166908517350158,0.0947003154574133,0.261955835962145
"24","cacana",2001-07-03,0.7,28.7,920,109.4,0.985714285714286,22.8142857142857,919,568.7,0.28,25.0633333333333,899.733333333333,2446.5,0.946538461538462,0.0453846153846154,0.00846153846153846,0.0534615384615385
"25","cacana",2001-07-08,0.7,5.7,719,116.7,0.914285714285714,17.2,876.142857142857,799.6,0.633333333333333,22.13,902.566666666667,2814.9,0.91358024691358,0.0749382716049383,0.0111728395061728,0.0864197530864197
"26","cacana",2001-08-02,0.8,10.5,876,181.2,0.714285714285714,11.7857142857143,887.571428571429,917.7,0.886666666666667,15.85,917.6,2401.8,0.79957671957672,0.104920634920635,0.0956084656084656,0.20042328042328
"27","cacana",2001-08-10,0.9,12.7,941,5.9,0.828571428571429,20.8571428571429,956.428571428571,59,0.813333333333333,18.4833333333333,937.333333333333,1615.8,0.838313953488372,0.128197674418605,0.0331686046511628,0.161686046511628
"28","cacana",2001-08-11,0.8,17.4,950,18.2,0.828571428571429,20.4857142857143,951.142857142857,76,0.816666666666667,18.2366666666667,936.066666666667,1627.1,0.958,0.02,0.024,0.042
"29","cafram",1999-08-11,-0.3,245,914,8.6,0.357142857142857,156.857142857143,971.857142857143,32.7,0.416666666666667,192.633333333333,966.466666666667,201.3,0.775692307692308,0.190769230769231,0.0334615384615385,0.224307692307692
"30","cafram",1999-08-23,-1.5,43,925,8,-0.5,176.857142857143,958.285714285714,24.5,0.163333333333333,178.433333333333,964.5,110.3,0.815071047957371,0.15904973357016,0.0261190053285968,0.1849378330373
"31","cafram",2000-06-27,0.7,103,998,0,0.985714285714286,205.142857142857,960.857142857143,145.5,-0.663333333333333,207.1,920.766666666667,2506.3,0.791583333333333,0.187722222222222,0.0204166666666667,0.208416666666667
"32","cafram",2000-08-08,-0.2,279,934,5.7,0.0714285714285714,289.428571428571,945.571428571429,92.2,0.36,235.766666666667,957.5,697.3,0.765812672176309,0.0709366391184573,0.163168044077135,0.234187327823691
"33","cafram",2001-06-24,1.1,182,936,87.6,0.685714285714286,302.285714285714,948.857142857143,556.6,-1.89666666666667,205.2,884.1,2785,0.876120996441281,0.0405338078291815,0.0829537366548043,0.123879003558719
"34","cafram",2001-06-30,0.6,148,989,0,0.728571428571429,223.428571428571,956.142857142857,182.4,-0.62,219.333333333333,916.266666666667,2539.9,0.809609375,0.0658203125,0.1244921875,0.190390625
"35","cafram",2001-07-13,0.8,332,916,20.3,0.4,249.285714285714,951.714285714286,37.6,0.47,247.8,951.766666666667,1052.9,0.750625,0.23875,0.01125,0.249375
"36","cafram",2001-07-20,1,114,981,15.4,0.528571428571429,142.714285714286,970.428571428571,82.9,0.493333333333333,228.5,957.833333333333,613.3,0.616277056277056,0.202532467532468,0.181298701298701,0.383722943722944
"37","cafram",2001-07-27,0.6,156,979,13.7,0.557142857142857,230.285714285714,960.571428571429,170.1,0.466666666666667,218.766666666667,960.7,470.3,0.715673469387755,0.211795918367347,0.0724489795918367,0.284326530612245
"38","cafram",2001-08-04,0.1,301,944,43.3,0.2,188,954.857142857143,155,0.38,200.4,957.8,462.9,0.753453237410072,0.0564028776978417,0.190287769784173,0.246546762589928
"39","cafram",2001-08-07,1,178,970,26,0.342857142857143,200.571428571429,954.714285714286,347.4,0.44,197.1,959.333333333333,644.2,0.836079734219269,0.0572757475083056,0.106445182724252,0.163953488372093
"40","esiber",2000-07-04,1,23.9,969,2.9,1.08571428571429,30.1428571428571,950.857142857143,243.5,0.413333333333333,24.33,893.6,3026.2,0.718145695364238,0.159470198675497,0.122251655629139,0.281854304635762
"41","esiber",2000-07-13,0.8,28,888,73.6,0.785714285714286,17.2,915,494.9,0.786666666666667,22.4966666666667,917.5,2207.5,0.531904761904762,0.167301587301587,0.301111111111111,0.468095238095238
"42","esiber",2000-07-28,0.9,11.2,905,243.5,0.671428571428571,16.2285714285714,929,742.9,0.756666666666667,20.4433333333333,942.133333333333,1699.5,0.663571428571429,0.112293233082707,0.223947368421053,0.336428571428571
"43","esiber",2000-08-27,-1.9,27.7,950,38.4,0.0714285714285715,30.9714285714286,926.571428571429,430.7,0.193333333333333,22,894,1770.4,0.779653846153846,0.130538461538462,0.0895769230769231,0.220346153846154
"44","esiber",2001-07-01,0.6,18.8,989,0,1.04285714285714,21.9714285714286,915.142857142857,579.8,-0.17,25.5966666666667,878.266666666667,4352.5,0.782427983539095,0.0313168724279835,0.186008230452675,0.217572016460905
"45","esiber",2001-07-07,1,10.3,880,52.9,0.885714285714286,23.8142857142857,919.428571428571,614.9,0.44,24.7166666666667,893.766666666667,4241,0.754550408719346,0.162506811989101,0.0829972752043597,0.245449591280654
"46","esiber",2001-07-24,0.9,11.2,916,150.7,0.614285714285714,24.4857142857143,948.571428571429,306.2,0.76,24,933.033333333333,1638.6,0.796756756756757,0.184054054054054,0.0191891891891892,0.203243243243243
"47","esiber",2001-08-15,0.2,25.9,896,114.2,0.0285714285714286,31.2142857142857,900.285714285714,506.4,0.436666666666667,25.1733333333333,930.133333333333,1205.8,0.681866197183099,0.0933802816901408,0.224964788732394,0.318133802816901
